country_type,Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Extra,China,Super League,2017,08/04/2017,08:30,Guizhou Zhicheng,Tianjin Teda,0,0,D,2.57,3.22,2.99,2.88,3.42,2.99,2.61,3.08,2.67
Extra,China,Super League,2017,08/04/2017,12:35,Guangzhou Evergrande,Guangzhou R&F,2,2,D,1.32,5.73,9.71,1.38,5.73,9.71,1.33,5.1,7.73
Extra,China,Super League,2017,08/04/2017,12:35,Hebei,Shanghai Shenhua,4,2,H,2.33,3.37,3.23,2.57,3.37,3.4,2.3,3.17,3.02
Extra,China,Super League,2017,09/04/2017,08:00,Changchun Yatai,Liaoning,1,1,D,1.78,3.7,4.95,1.9,3.8,5.2,1.75,3.48,4.5
Extra,China,Super League,2017,09/04/2017,12:35,Tianjin Quanjian,Yanbian,1,0,H,1.48,4.33,7.7,1.51,4.64,8.32,1.45,4.12,6.82
Extra,China,Super League,2017,14/04/2017,12:35,Chongqing Lifan,Guizhou Zhicheng,2,1,H,1.88,3.51,4.58,1.9,3.66,4.95,1.83,3.35,4.21
Extra,China,Super League,2017,15/04/2017,08:00,Changchun Yatai,Shanghai Shenhua,2,3,A,2.51,3.46,2.88,2.68,3.46,2.98,2.41,3.2,2.81
Extra,China,Super League,2017,15/04/2017,12:35,Henan Jianye,Jiangsu Suning,1,1,D,2.73,3.14,2.85,3,3.38,2.85,2.74,3,2.6
Extra,China,Super League,2017,15/04/2017,12:35,Shandong Luneng,Beijing Guoan,1,0,H,2.29,3.25,3.44,2.34,3.4,3.5,2.18,3.13,3.28
Extra,China,Super League,2017,15/04/2017,12:35,Tianjin Quanjian,Shanghai SIPG,1,1,D,4.61,4.04,1.75,5,4.15,2.01,4.32,3.74,1.72
Extra,China,Super League,2017,16/04/2017,08:30,Yanbian,Hebei,1,1,D,3.54,3.32,2.21,3.7,3.5,2.24,3.31,3.15,2.17
Extra,China,Super League,2017,16/04/2017,12:35,Tianjin Teda,Guangzhou Evergrande,0,3,A,6.24,4.4,1.54,7,4.45,1.72,5.51,3.95,1.55
Extra,China,Super League,2017,17/04/2017,08:30,Liaoning,Guangzhou R&F,1,4,A,2.94,3.66,2.37,3.2,3.66,2.44,2.86,3.34,2.28
Extra,China,Super League,2017,21/04/2017,12:35,Beijing Guoan,Tianjin Quanjian,1,1,D,1.71,3.8,5.38,1.74,3.8,5.75,1.68,3.57,4.89
Extra,China,Super League,2017,21/04/2017,12:35,Guangzhou Evergrande,Liaoning,2,1,H,1.13,9.92,21.06,1.14,10.97,26,1.11,8.02,19.64
Extra,China,Super League,2017,21/04/2017,12:35,Jiangsu Suning,Guangzhou R&F,1,2,A,1.88,3.81,4.16,2,3.81,4.2,1.86,3.58,3.76
Extra,China,Super League,2017,21/04/2017,12:35,Shanghai SIPG,Hebei,3,0,H,1.4,5.07,8.11,1.41,5.35,8.57,1.37,4.74,7.28
Extra,China,Super League,2017,22/04/2017,08:30,Tianjin Teda,Yanbian,3,1,H,1.6,3.97,6.32,1.61,4.2,7,1.56,3.81,5.69
Extra,China,Super League,2017,22/04/2017,12:35,Guizhou Zhicheng,Shanghai Shenhua,0,2,A,3.27,3.39,2.3,3.3,3.44,2.41,3.14,3.2,2.22
Extra,China,Super League,2017,23/04/2017,08:00,Changchun Yatai,Henan Jianye,1,0,H,2.59,3.15,3.01,2.65,3.15,3.25,2.4,3.02,2.98
Extra,China,Super League,2017,23/04/2017,12:35,Shandong Luneng,Chongqing Lifan,1,1,D,1.5,4.41,7.06,1.59,4.54,7.06,1.48,4.17,5.99
Extra,China,Super League,2017,28/04/2017,12:35,Guangzhou R&F,Guizhou Zhicheng,1,3,A,1.39,4.92,8.9,1.5,5.3,9,1.39,4.59,7.26
Extra,China,Super League,2017,29/04/2017,08:30,Liaoning,Beijing Guoan,2,4,A,3.96,3.53,2,4.2,3.53,2.15,3.61,3.29,2
Extra,China,Super League,2017,29/04/2017,08:30,Tianjin Quanjian,Jiangsu Suning,2,2,D,2.05,3.55,3.76,2.11,3.58,4.02,2.02,3.34,3.49
Extra,China,Super League,2017,29/04/2017,08:30,Yanbian,Changchun Yatai,1,0,H,2.48,3.26,3.08,2.48,3.46,3.3,2.35,3.09,3.01
Extra,China,Super League,2017,29/04/2017,12:35,Hebei,Tianjin Teda,4,0,H,1.78,3.61,5.08,1.95,3.75,5.75,1.74,3.54,4.5
Extra,China,Super League,2017,29/04/2017,12:35,Henan Jianye,Guangzhou Evergrande,2,4,A,5.59,4,1.65,6.7,4.4,1.65,5.57,3.77,1.58
Extra,China,Super League,2017,30/04/2017,12:35,Chongqing Lifan,Shanghai SIPG,1,1,D,5.08,4.17,1.67,5.85,4.48,1.7,4.78,3.94,1.63
Extra,China,Super League,2017,05/05/2017,12:35,Guangzhou Evergrande,Shanghai Shenhua,3,2,H,1.41,5.07,7.62,1.44,5.2,8.79,1.38,4.73,7.01
Extra,China,Super League,2017,05/05/2017,12:35,Jiangsu Suning,Yanbian,1,1,D,1.36,5.05,9.99,1.4,5.05,9.99,1.33,4.72,8.58
Extra,China,Super League,2017,06/05/2017,08:30,Tianjin Quanjian,Changchun Yatai,1,3,A,1.6,4.05,6.19,1.65,4.24,6.5,1.56,3.82,5.62
Extra,China,Super League,2017,06/05/2017,12:35,Chongqing Lifan,Henan Jianye,2,3,A,2.1,3.29,3.92,2.18,3.54,3.92,2.07,3.17,3.54
Extra,China,Super League,2017,06/05/2017,12:35,Shanghai SIPG,Guizhou Zhicheng,3,0,H,1.26,6.42,11.93,1.27,7,14,1.22,6.02,10.65
Extra,China,Super League,2017,07/05/2017,08:30,Tianjin Teda,Liaoning,1,1,D,1.91,3.79,4.06,2,3.8,4.06,1.87,3.61,3.74
Extra,China,Super League,2017,07/05/2017,12:35,Beijing Guoan,Hebei,1,4,A,1.67,3.8,5.8,1.82,3.8,5.8,1.72,3.51,4.74
Extra,China,Super League,2017,07/05/2017,12:35,Shandong Luneng,Guangzhou R&F,3,0,H,1.75,4.07,4.61,1.91,4.07,4.61,1.75,3.85,4.05
Extra,China,Super League,2017,12/05/2017,12:35,Guangzhou R&F,Hebei,1,1,D,2.08,3.71,3.53,2.1,3.83,3.6,2.03,3.48,3.31
Extra,China,Super League,2017,13/05/2017,08:30,Liaoning,Chongqing Lifan,2,1,H,2.42,3.35,3.08,2.42,3.5,3.16,2.3,3.27,2.95
Extra,China,Super League,2017,13/05/2017,08:30,Yanbian,Beijing Guoan,1,2,A,3.63,3.43,2.14,3.7,3.5,2.18,3.39,3.28,2.08
Extra,China,Super League,2017,13/05/2017,12:35,Guizhou Zhicheng,Tianjin Quanjian,2,1,H,2.62,3.32,2.84,2.74,3.4,2.85,2.55,3.18,2.69
Extra,China,Super League,2017,13/05/2017,12:35,Henan Jianye,Shanghai Shenhua,0,0,D,2.25,3.22,3.57,2.33,3.4,3.6,2.16,3.13,3.33
Extra,China,Super League,2017,14/05/2017,08:00,Changchun Yatai,Guangzhou Evergrande,0,1,A,5.67,4.25,1.6,6.3,4.4,1.62,5.27,4.02,1.56
Extra,China,Super League,2017,14/05/2017,12:35,Jiangsu Suning,Shandong Luneng,2,1,H,2.31,3.55,3.12,2.5,3.6,3.2,2.27,3.34,2.93
Extra,China,Super League,2017,14/05/2017,12:35,Tianjin Teda,Shanghai SIPG,0,1,A,4.89,4.06,1.71,4.98,4.38,1.76,4.34,3.8,1.7
Extra,China,Super League,2017,19/05/2017,11:00,Beijing Guoan,Guangzhou R&F,2,2,D,1.95,3.7,3.95,2.05,3.98,4.15,1.93,3.59,3.56
Extra,China,Super League,2017,19/05/2017,13:00,Guangzhou Evergrande,Jiangsu Suning,2,1,H,1.47,4.9,6.69,1.47,5.45,7.46,1.43,4.59,6.3
Extra,China,Super League,2017,20/05/2017,08:30,Shanghai Shenhua,Shanghai SIPG,1,3,A,3.65,3.83,2,3.7,3.83,2.06,3.38,3.59,1.98
Extra,China,Super League,2017,20/05/2017,08:30,Yanbian,Shandong Luneng,1,1,D,4.18,3.51,1.95,4.35,3.76,1.98,3.91,3.39,1.89
Extra,China,Super League,2017,20/05/2017,12:35,Chongqing Lifan,Tianjin Quanjian,0,1,A,2.74,3.42,2.65,2.8,3.42,3.05,2.53,3.19,2.69
Extra,China,Super League,2017,20/05/2017,12:35,Hebei,Liaoning,2,0,H,1.45,4.71,7.56,1.53,4.75,7.56,1.46,4.26,6.25
Extra,China,Super League,2017,21/05/2017,08:30,Changchun Yatai,Tianjin Teda,1,1,D,2.09,3.4,3.83,2.17,3.42,3.9,2.07,3.26,3.45
Extra,China,Super League,2017,21/05/2017,12:35,Henan Jianye,Guizhou Zhicheng,0,1,A,2.08,3.2,4.15,2.11,3.56,4.35,1.98,3.13,3.9
Extra,China,Super League,2017,26/05/2017,11:00,Guangzhou Evergrande,Chongqing Lifan,2,0,H,1.3,5.88,10.58,1.33,6.35,11.92,1.28,5.45,8.82
Extra,China,Super League,2017,26/05/2017,13:00,Guangzhou R&F,Shanghai Shenhua,0,0,D,1.96,3.77,3.92,2,3.85,3.94,1.89,3.66,3.62
Extra,China,Super League,2017,27/05/2017,08:30,Guizhou Zhicheng,Jiangsu Suning,2,2,D,2.74,3.16,2.83,2.75,3.4,2.86,2.61,3.08,2.68
Extra,China,Super League,2017,27/05/2017,08:30,Liaoning,Yanbian,3,1,H,1.71,4.05,4.93,1.99,4.15,5.26,1.7,3.71,4.49
Extra,China,Super League,2017,27/05/2017,12:35,Hebei,Changchun Yatai,2,1,H,1.63,4.02,5.77,1.65,4.44,6.5,1.58,3.77,5.55
Extra,China,Super League,2017,27/05/2017,12:35,Shanghai SIPG,Beijing Guoan,5,1,H,1.63,4.27,5.4,1.64,4.45,6.5,1.58,4,5.09
Extra,China,Super League,2017,27/05/2017,12:35,Tianjin Quanjian,Tianjin Teda,3,0,H,1.88,3.49,4.63,2,3.5,4.63,1.87,3.33,4.08
Extra,China,Super League,2017,28/05/2017,12:35,Shandong Luneng,Henan Jianye,3,2,H,1.75,3.68,5.22,1.76,3.84,5.9,1.68,3.51,4.92
Extra,China,Super League,2017,02/06/2017,12:35,Chongqing Lifan,Beijing Guoan,1,0,H,3.38,3.44,2.23,3.38,3.62,2.39,3.09,3.28,2.22
Extra,China,Super League,2017,02/06/2017,12:35,Henan Jianye,Guangzhou R&F,1,1,D,2.23,3.62,3.22,2.7,3.72,3.25,2.27,3.36,2.93
Extra,China,Super League,2017,02/06/2017,12:35,Tianjin Teda,Shanghai Shenhua,2,1,H,2.54,3.49,2.81,2.64,3.55,3,2.38,3.29,2.8
Extra,China,Super League,2017,03/06/2017,08:30,Yanbian,Guangzhou Evergrande,1,3,A,6.92,4.69,1.48,8.41,5.3,1.48,6.8,4.46,1.42
Extra,China,Super League,2017,03/06/2017,12:35,Jiangsu Suning,Hebei,1,2,A,2.04,3.58,3.78,2.12,3.6,3.96,2.01,3.38,3.5
Extra,China,Super League,2017,03/06/2017,12:35,Shandong Luneng,Tianjin Quanjian,1,2,A,1.88,3.83,4.15,1.9,4.1,4.5,1.82,3.64,3.94
Extra,China,Super League,2017,03/06/2017,12:35,Shanghai SIPG,Liaoning,4,1,H,1.17,8.78,15.32,1.2,8.79,18.1,1.15,7.5,13.35
Extra,China,Super League,2017,04/06/2017,08:30,Changchun Yatai,Guizhou Zhicheng,1,1,D,2.11,3.31,3.86,2.33,3.31,3.86,2.16,3.13,3.39
Extra,China,Super League,2017,17/06/2017,08:30,Guizhou Zhicheng,Guangzhou Evergrande,0,2,A,6.27,4.14,1.58,6.5,4.2,1.62,5.53,3.81,1.57
Extra,China,Super League,2017,17/06/2017,12:35,Hebei,Tianjin Quanjian,1,0,H,1.79,3.77,4.71,1.84,3.82,5.2,1.77,3.56,4.28
Extra,China,Super League,2017,17/06/2017,12:35,Henan Jianye,Yanbian,3,1,H,1.74,3.64,5.44,1.78,3.72,5.9,1.7,3.44,4.99
Extra,China,Super League,2017,17/06/2017,12:35,Shanghai Shenhua,Chongqing Lifan,2,2,D,1.83,3.83,4.4,1.88,3.86,4.85,1.79,3.63,4.1
Extra,China,Super League,2017,18/06/2017,12:35,Beijing Guoan,Tianjin Teda,2,0,H,1.77,3.83,4.8,1.81,3.86,5,1.73,3.59,4.45
Extra,China,Super League,2017,18/06/2017,12:35,Guangzhou R&F,Shanghai SIPG,1,1,D,4.14,4.24,1.79,4.54,4.46,1.95,3.97,3.99,1.74
Extra,China,Super League,2017,18/06/2017,12:35,Jiangsu Suning,Changchun Yatai,0,1,A,1.57,4.06,6.53,1.65,4.06,6.9,1.56,3.75,5.82
Extra,China,Super League,2017,18/06/2017,12:35,Liaoning,Shandong Luneng,0,3,A,4.06,3.79,1.91,4.06,3.79,2.04,3.63,3.55,1.91
Extra,China,Super League,2017,24/06/2017,08:30,Liaoning,Tianjin Quanjian,1,2,A,3.52,3.64,2.1,3.55,3.66,2.24,3.29,3.46,2.06
Extra,China,Super League,2017,24/06/2017,08:30,Yanbian,Shanghai Shenhua,0,2,A,3.45,3.38,2.22,3.45,3.54,2.28,3.19,3.28,2.17
Extra,China,Super League,2017,24/06/2017,12:35,Chongqing Lifan,Changchun Yatai,1,1,D,1.96,3.43,4.31,2.03,3.47,4.33,1.92,3.34,3.86
Extra,China,Super League,2017,24/06/2017,12:35,Shandong Luneng,Guizhou Zhicheng,2,2,D,1.56,4.32,6.19,1.57,4.65,7,1.51,4.12,5.83
Extra,China,Super League,2017,24/06/2017,12:35,Tianjin Teda,Guangzhou R&F,1,2,A,2.56,3.51,2.78,2.73,3.51,2.82,2.49,3.28,2.67
Extra,China,Super League,2017,25/06/2017,12:35,Guangzhou Evergrande,Hebei,2,0,H,1.55,4.42,6.09,1.57,4.5,6.5,1.5,4.22,5.65
Extra,China,Super League,2017,25/06/2017,12:35,Shanghai SIPG,Henan Jianye,4,1,H,1.39,5.05,8.64,1.48,5.5,9.7,1.39,4.57,7.2
Extra,China,Super League,2017,26/06/2017,12:35,Beijing Guoan,Jiangsu Suning,0,0,D,1.99,3.51,4.02,2.07,3.6,4.04,1.95,3.39,3.63
Extra,China,Super League,2017,30/06/2017,12:35,Shanghai Shenhua,Liaoning,8,1,H,1.34,5.56,9.11,1.39,5.9,9.8,1.32,5.2,8.06
Extra,China,Super League,2017,01/07/2017,08:30,Changchun Yatai,Beijing Guoan,2,1,H,3.02,3.25,2.52,3.03,3.55,2.65,2.87,3.14,2.42
Extra,China,Super League,2017,01/07/2017,12:35,Guangzhou R&F,Chongqing Lifan,3,4,A,1.58,4.4,5.77,1.63,4.7,5.77,1.56,4.18,5.07
Extra,China,Super League,2017,01/07/2017,12:35,Hebei,Shandong Luneng,0,0,D,2.4,3.4,3.08,2.43,3.6,3.16,2.3,3.25,2.98
Extra,China,Super League,2017,01/07/2017,12:35,Henan Jianye,Tianjin Teda,0,0,D,2.12,3.16,4.03,2.27,3.4,4.1,2.11,3.1,3.56
Extra,China,Super League,2017,01/07/2017,12:35,Jiangsu Suning,Shanghai SIPG,0,1,A,2.32,3.61,3.06,2.37,3.68,3.14,2.22,3.4,2.97
Extra,China,Super League,2017,02/07/2017,12:35,Guizhou Zhicheng,Yanbian,1,2,A,1.49,4.31,7.5,1.53,4.5,8.22,1.43,4.17,7.14
Extra,China,Super League,2017,02/07/2017,12:35,Tianjin Quanjian,Guangzhou Evergrande,4,3,H,4.35,3.67,1.88,4.35,3.8,1.98,3.84,3.52,1.87
Extra,China,Super League,2017,07/07/2017,12:35,Tianjin Quanjian,Guangzhou R&F,2,1,H,2.24,3.61,3.21,2.31,3.7,3.26,2.17,3.49,3.02
Extra,China,Super League,2017,08/07/2017,08:30,Yanbian,Chongqing Lifan,0,4,A,3.14,3.35,2.4,3.15,3.42,2.57,2.91,3.23,2.34
Extra,China,Super League,2017,08/07/2017,12:35,Beijing Guoan,Guangzhou Evergrande,2,0,H,3.79,3.56,2.04,4.1,3.8,2.06,3.51,3.45,1.97
Extra,China,Super League,2017,08/07/2017,12:35,Hebei,Henan Jianye,2,3,A,1.66,3.7,6.18,1.76,3.78,6.4,1.64,3.47,5.49
Extra,China,Super League,2017,08/07/2017,12:35,Jiangsu Suning,Shanghai Shenhua,2,2,D,1.98,3.59,3.97,2.02,3.6,4.33,1.93,3.35,3.76
Extra,China,Super League,2017,08/07/2017,12:35,Liaoning,Guizhou Zhicheng,0,1,A,2.89,3.49,2.48,2.95,3.55,2.64,2.77,3.35,2.37
Extra,China,Super League,2017,09/07/2017,08:30,Changchun Yatai,Shanghai SIPG,4,2,H,3.41,3.43,2.22,4,3.48,2.26,3.35,3.28,2.1
Extra,China,Super League,2017,09/07/2017,12:35,Tianjin Teda,Shandong Luneng,0,2,A,3.65,3.49,2.13,3.65,3.54,2.25,3.26,3.26,2.14
Extra,China,Super League,2017,14/07/2017,12:35,Tianjin Teda,Jiangsu Suning,1,1,D,3.14,3.31,2.41,3.25,3.45,2.52,2.99,3.13,2.33
Extra,China,Super League,2017,15/07/2017,08:30,Yanbian,Shanghai SIPG,1,3,A,8.27,5.17,1.39,9.7,5.6,1.5,7.45,4.82,1.36
Extra,China,Super League,2017,15/07/2017,12:35,Beijing Guoan,Guizhou Zhicheng,2,0,H,1.66,3.87,5.76,1.7,3.87,5.76,1.63,3.65,5.16
Extra,China,Super League,2017,15/07/2017,12:35,Guangzhou Evergrande,Shandong Luneng,2,1,H,1.56,4.45,5.83,1.67,4.45,6,1.56,4.05,5.24
Extra,China,Super League,2017,15/07/2017,12:35,Hebei,Chongqing Lifan,1,2,A,1.65,3.99,5.55,1.7,4.14,5.9,1.62,3.76,5.08
Extra,China,Super League,2017,15/07/2017,12:35,Liaoning,Henan Jianye,1,2,A,3.18,3.47,2.31,3.35,3.47,2.39,3.06,3.25,2.24
Extra,China,Super League,2017,16/07/2017,08:30,Changchun Yatai,Guangzhou R&F,3,2,H,2.07,3.58,3.66,2.3,3.62,3.66,2.08,3.39,3.29
Extra,China,Super League,2017,16/07/2017,12:35,Tianjin Quanjian,Shanghai Shenhua,3,0,H,2.07,3.62,3.61,2.14,3.81,4.13,1.97,3.56,3.44
Extra,China,Super League,2017,22/07/2017,12:35,Chongqing Lifan,Tianjin Teda,2,1,H,2,3.43,4.1,2.05,3.52,4.1,1.96,3.31,3.73
Extra,China,Super League,2017,22/07/2017,12:35,Guizhou Zhicheng,Hebei,4,3,H,2.69,3.29,2.79,2.95,3.46,2.82,2.62,3.11,2.64
Extra,China,Super League,2017,22/07/2017,12:35,Jiangsu Suning,Liaoning,4,0,H,1.45,4.85,7.17,1.46,5,8,1.41,4.6,6.65
Extra,China,Super League,2017,22/07/2017,12:35,Shandong Luneng,Changchun Yatai,3,2,H,1.79,3.79,4.72,1.8,4.05,5.1,1.72,3.69,4.39
Extra,China,Super League,2017,22/07/2017,12:35,Shanghai SIPG,Guangzhou Evergrande,2,2,D,2.28,3.88,2.96,2.35,3.88,3.14,2.24,3.52,2.83
Extra,China,Super League,2017,23/07/2017,12:35,Guangzhou R&F,Yanbian,6,2,H,1.24,6.8,12.15,1.29,6.8,12.17,1.22,6.11,10.23
Extra,China,Super League,2017,23/07/2017,12:35,Henan Jianye,Tianjin Quanjian,1,1,D,2.91,3.32,2.56,2.91,3.4,2.7,2.77,3.17,2.46
Extra,China,Super League,2017,23/07/2017,12:35,Shanghai Shenhua,Beijing Guoan,1,2,A,2.51,3.58,2.8,2.56,3.58,2.85,2.43,3.34,2.69
Extra,China,Super League,2017,28/07/2017,12:35,Henan Jianye,Beijing Guoan,0,2,A,3.02,3.25,2.56,3.2,3.4,2.6,2.86,3.11,2.42
Extra,China,Super League,2017,29/07/2017,09:00,Yanbian,Tianjin Quanjian,0,2,A,10.39,5.83,1.3,10.39,5.83,1.4,8.04,5.01,1.32
Extra,China,Super League,2017,29/07/2017,12:35,Chongqing Lifan,Jiangsu Suning,1,2,A,5.54,4.34,1.6,5.54,4.34,1.95,4.68,3.87,1.64
Extra,China,Super League,2017,29/07/2017,12:35,Guangzhou R&F,Guangzhou Evergrande,4,2,H,3.18,3.76,2.2,3.53,3.9,2.21,3.05,3.63,2.09
Extra,China,Super League,2017,29/07/2017,12:35,Shanghai Shenhua,Hebei,3,2,H,2.32,3.65,3.02,2.32,3.7,3.28,2.19,3.46,2.98
Extra,China,Super League,2017,30/07/2017,12:35,Liaoning,Changchun Yatai,1,0,H,1.53,4.84,5.75,1.58,5,7.08,1.44,4.67,5.77
Extra,China,Super League,2017,30/07/2017,12:35,Shandong Luneng,Shanghai SIPG,2,1,H,2.49,3.75,2.73,2.65,3.75,3,2.36,3.48,2.68
Extra,China,Super League,2017,05/08/2017,12:35,Beijing Guoan,Shandong Luneng,2,2,D,1.91,3.75,4.08,2.08,3.75,4.08,1.94,3.49,3.59
Extra,China,Super League,2017,05/08/2017,12:35,Guangzhou Evergrande,Tianjin Teda,3,0,H,1.24,6.36,13.85,1.25,7.2,16,1.22,6.04,10.88
Extra,China,Super League,2017,05/08/2017,12:35,Guizhou Zhicheng,Chongqing Lifan,1,0,H,2.04,3.57,3.78,2.28,3.6,3.78,2.09,3.34,3.32
Extra,China,Super League,2017,05/08/2017,12:35,Hebei,Yanbian,3,0,H,1.24,6.41,13.86,1.26,7.5,13.86,1.22,6.01,11.07
Extra,China,Super League,2017,05/08/2017,12:35,Jiangsu Suning,Henan Jianye,2,2,D,2.04,3.65,3.69,2.04,3.8,5.5,1.81,3.53,4.18
Extra,China,Super League,2017,05/08/2017,12:35,Shanghai Shenhua,Changchun Yatai,1,1,D,1.7,4.2,4.76,1.76,4.3,4.82,1.68,3.93,4.34
Extra,China,Super League,2017,06/08/2017,12:35,Guangzhou R&F,Liaoning,4,1,H,1.58,4.46,5.55,1.6,4.6,6.13,1.54,4.19,5.16
Extra,China,Super League,2017,06/08/2017,12:35,Shanghai SIPG,Tianjin Quanjian,0,0,D,1.52,4.81,5.84,1.55,5.1,6.4,1.49,4.42,5.43
Extra,China,Super League,2017,09/08/2017,09:00,Yanbian,Tianjin Teda,3,1,H,3.73,3.75,2,4,3.84,2.03,3.68,3.51,1.91
Extra,China,Super League,2017,09/08/2017,12:35,Chongqing Lifan,Shandong Luneng,1,0,H,3.08,3.55,2.34,3.3,3.6,2.45,2.93,3.37,2.26
Extra,China,Super League,2017,09/08/2017,12:35,Guangzhou R&F,Jiangsu Suning,4,2,H,1.94,3.81,3.88,1.96,4.06,4.2,1.88,3.7,3.64
Extra,China,Super League,2017,09/08/2017,12:35,Henan Jianye,Changchun Yatai,0,2,A,2.38,3.34,3.17,2.41,3.54,3.25,2.28,3.2,3.03
Extra,China,Super League,2017,09/08/2017,12:35,Shanghai Shenhua,Guizhou Zhicheng,0,3,A,1.97,3.63,3.96,1.97,3.8,4.3,1.85,3.65,3.76
Extra,China,Super League,2017,10/08/2017,12:35,Hebei,Shanghai SIPG,2,2,D,3.06,3.76,2.26,3.3,3.82,2.33,2.97,3.55,2.15
Extra,China,Super League,2017,10/08/2017,12:35,Liaoning,Guangzhou Evergrande,0,3,A,13.35,7.2,1.22,15,8.2,1.24,11.42,6.58,1.19
Extra,China,Super League,2017,10/08/2017,12:35,Tianjin Quanjian,Beijing Guoan,2,2,D,2.38,3.42,3.11,2.41,3.82,3.22,2.25,3.3,3
Extra,China,Super League,2017,12/08/2017,12:35,Shandong Luneng,Shanghai Shenhua,5,0,H,1.32,5.74,9.64,1.47,5.95,10.02,1.29,5.35,8.62
Extra,China,Super League,2017,13/08/2017,08:30,Guizhou Zhicheng,Guangzhou R&F,2,0,H,2.52,3.63,2.76,2.75,3.8,2.9,2.45,3.51,2.61
Extra,China,Super League,2017,13/08/2017,09:00,Changchun Yatai,Yanbian,1,1,D,1.51,4.48,6.64,1.54,4.92,7.2,1.46,4.36,6.03
Extra,China,Super League,2017,13/08/2017,12:35,Beijing Guoan,Liaoning,4,0,H,1.13,9.83,21.48,1.22,12,41,1.1,8.87,19.64
Extra,China,Super League,2017,13/08/2017,12:35,Guangzhou Evergrande,Henan Jianye,2,1,H,1.28,6.03,11.63,1.33,6.9,14,1.25,5.63,9.78
Extra,China,Super League,2017,13/08/2017,12:35,Shanghai SIPG,Chongqing Lifan,3,2,H,1.32,5.74,9.44,1.35,6,11,1.28,5.39,8.79
Extra,China,Super League,2017,14/08/2017,12:35,Tianjin Teda,Hebei,0,2,A,2.92,3.35,2.54,3.67,3.54,2.54,2.94,3.22,2.31
Extra,China,Super League,2017,19/08/2017,09:00,Yanbian,Jiangsu Suning,0,4,A,5.55,4.23,1.62,5.75,4.23,1.68,4.94,3.9,1.62
Extra,China,Super League,2017,19/08/2017,10:30,Guizhou Zhicheng,Shanghai SIPG,2,1,H,2.75,3.66,2.51,3.15,3.68,2.56,2.78,3.38,2.36
Extra,China,Super League,2017,19/08/2017,12:35,Hebei,Beijing Guoan,2,0,H,2.76,3.51,2.58,2.8,3.51,2.78,2.62,3.24,2.53
Extra,China,Super League,2017,19/08/2017,12:35,Liaoning,Tianjin Teda,1,1,D,3.08,3.5,2.36,3.23,3.61,2.7,2.91,3.41,2.26
Extra,China,Super League,2017,19/08/2017,12:35,Shanghai Shenhua,Guangzhou Evergrande,0,3,A,16.05,7.99,1.18,17,8.25,1.44,11.76,6.75,1.2
Extra,China,Super League,2017,20/08/2017,09:00,Changchun Yatai,Tianjin Quanjian,1,1,D,2.43,3.55,2.93,2.62,3.55,3.2,2.31,3.33,2.89
Extra,China,Super League,2017,20/08/2017,12:35,Guangzhou R&F,Shandong Luneng,1,1,D,2.69,3.73,2.53,2.75,3.8,2.86,2.54,3.51,2.5
Extra,China,Super League,2017,20/08/2017,12:35,Henan Jianye,Chongqing Lifan,0,0,D,2.34,3.33,3.25,2.46,3.42,3.4,2.25,3.19,3.09
Extra,China,Super League,2017,08/09/2017,12:35,Guangzhou Evergrande,Changchun Yatai,3,1,H,1.41,5,8.08,1.44,5.2,8.4,1.38,4.69,7.02
Extra,China,Super League,2017,09/09/2017,12:35,Shandong Luneng,Jiangsu Suning,0,0,D,1.63,4.14,5.54,1.66,4.42,5.75,1.61,3.91,4.94
Extra,China,Super League,2017,09/09/2017,12:35,Shanghai SIPG,Tianjin Teda,3,1,H,1.37,5.26,8.8,1.41,6.1,10.5,1.34,5.14,7.71
Extra,China,Super League,2017,10/09/2017,12:35,Beijing Guoan,Yanbian,4,4,D,999,999,999,1.1,16.67,56,1.05,12.21,29.81
Extra,China,Super League,2017,10/09/2017,12:35,Chongqing Lifan,Liaoning,2,0,H,1.63,4.34,5.19,1.66,4.45,5.5,1.58,4.15,4.85
Extra,China,Super League,2017,10/09/2017,12:35,Hebei,Guangzhou R&F,2,1,H,1.86,3.91,4.12,1.93,4,4.12,1.85,3.67,3.77
Extra,China,Super League,2017,10/09/2017,12:35,Shanghai Shenhua,Henan Jianye,1,2,A,2.29,3.58,3.13,2.34,3.75,3.35,2.16,3.47,3.04
Extra,China,Super League,2017,10/09/2017,12:35,Tianjin Quanjian,Guizhou Zhicheng,3,1,H,1.83,3.68,4.62,2.06,3.72,4.62,1.84,3.49,4.02
Extra,China,Super League,2017,15/09/2017,12:35,Tianjin Teda,Changchun Yatai,1,5,A,1.88,3.83,4.1,1.93,3.92,5.75,1.81,3.59,4.01
Extra,China,Super League,2017,16/09/2017,12:35,Guangzhou R&F,Beijing Guoan,2,1,H,3.33,3.72,2.14,3.33,3.84,2.33,3.12,3.53,2.11
Extra,China,Super League,2017,16/09/2017,12:35,Liaoning,Hebei,1,2,A,11.8,6.56,1.25,15,6.19,1.33,9.33,5.58,1.26
Extra,China,Super League,2017,16/09/2017,12:35,Shandong Luneng,Yanbian,1,1,D,1.16,8.94,17.18,1.18,10.15,23,1.12,8.19,16.49
